OBJECTID,Address,Parcel,Units,Stories,UniqueID,Building_Name,Complex_Name,Case_Number,Building_Type,Status,Last_Date,Comments,Safety_Comments,Fire_Alarms,Sprinkler,Managing_Company,MFRecyclingStatus,ShapeSTArea,ShapeSTLength
421,2404 High View Ct,412010131025,12,2,450,"2404 High View Ct
","Tuscany Cove
",AI06-0125,Complex,,2007/03/22 05:00:00+00,,,,,,Yes,4167.72062017229,274.024949269577
422,2415 W Bradley Ave,412010100029,10,2,451,2415 W Bradley Ave,Twin Oaks Apartments,AI07-0111,Complex,,2007/09/06 05:00:00+00,,,,,,Yes,3517.33339121324,306.385654496649
423,1132 Pomona Dr,412010103900,4,2,452,1132 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,673.983562365248,112.663649813164
424,2408 High View Ct,412010131026,20,2,453,"2408 High View Ct
","Tuscany Cove
",AI06-0124,Complex,,2007/09/04 05:00:00+00,,,,,,Yes,5375.37072603739,333.780364916457
425,410 E Bradley Ave,462106377009,4,2,454,410 E Bradley Ave,Douglas Square Townhomes,,Complex,,,,,,,,,641.990879982686,107.142299582741
426,402 E Bradley Ave,462106377009,1,2,455,402 E Bradley Ave,Douglas Square Townhomes,,Complex,,,,,,,,,1011.50246173061,132.717716222791
427,412 E Bradley Ave,462106377009,1,2,456,412 E Bradley Ave,Douglas Square Townhomes,,Complex,,,,,,,,,1014.68901677589,132.968059791188
428,418 E Bradley Ave,462106377009,4,2,457,418 E Bradley Ave,Douglas Square Townhomes,,Complex,,,,,,,,,703.615495005778,111.615649148216
429,422 E Bradley Ave,462106377009,1,2,458,422 E Bradley Ave,Douglas Square Townhomes,,Complex,,,,,,,,,1027.4492837501,133.150017186445
430,502 E Bradley Ave,462106377009,1,2,459,502 E Bradley Ave,Douglas Square Townhomes,,Complex,,,,,,,,,1020.30313132716,133.170492608537
431,504 E Bradley Ave,462106377009,1,2,460,504 E Bradley Ave,Douglas Square Townhomes,,Complex,,,,,,,,,1010.66107120854,132.000610013649
432,508 E Bradley Ave,462106377009,1,2,461,508 E Bradley Ave,Douglas Square Townhomes,,Complex,,,,,,,,,1056.0322574955,135.253627944344
433,506 E Bradley Ave,462106377009,1,2,462,506 E Bradley Ave,Douglas Square Townhomes,,Complex,,,,,,,,,1531.87379148587,168.061340874259
434,510 E Bradley Ave,462106377009,1,2,463,510 E Bradley Ave,Douglas Square Townhomes,,Complex,,,,,,,,,1561.25023372419,169.322679803135
435,1600 W Bradley Ave,412002355007,24,2,464,1600 W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,7957.4021811204,391.633836842669
436,1600 W Bradley Ave,412002355007,16,2,468,1600 W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,5584.46616777275,308.997741858483
437,405 Nathaniel Burch Dr,462106377009,2,2,469,405 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,847.075708183737,136.117719761342
438,505 Nathaniel Burch Dr,462106377009,2,2,470,505 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,628.018836465023,113.142185190117
439,419 Nathaniel Burch Dr,462106377009,3,2,471,419 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,613.885244951013,115.094426958373
440,403 Nathaniel Burch Dr,462106377009,2,2,472,403 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,743.006345744753,123.878880586303
441,515 Nathaniel Burch Dr,462106377009,2,2,473,515 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,649.658475796769,117.064417121643
442,411 Nathaniel Burch Dr,462106377009,2,2,474,411 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,728.209220901562,123.767140460222
443,413 Nathaniel Burch Dr,462106377009,2,2,475,413 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,1039.75634217934,141.348229412981
444,509 Nathaniel Burch Dr,462106377009,2,2,476,509 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,820.558351746333,123.144340278356
445,523 Nathaniel Burch Dr,462106377009,1,2,477,523 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,709.466794280587,117.730605260157
446,1600 M W Bradley Ave,412002355007,12,2,478,1600 M W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,5800.11551247494,316.426675927326
447,1600 N W Bradley Ave,412002355007,16,2,481,1600 N W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,5729.41320132255,313.82564729018
448,1600 B W Bradley Ave,412002355007,24,2,482,1600 B W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,8001.22500349368,391.240741286359
449,1600 O W Bradley Ave,412002355007,24,2,483,1600 O W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,8442.04744471335,405.054002294585
450,406 Nathaniel Burch Dr,462106377009,1,2,484,406 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,747.612349954601,119.436692043253
451,412 Nathaniel Burch Dr,462106377009,1,2,485,412 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,733.287837895349,124.519147686322
452,404 Nathaniel Burch Dr,462106377009,1,2,486,404 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,1048.28338597938,136.941340253348
453,402 Nathaniel Burch Dr,462106377009,1,2,487,402 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,1072.7019169634,144.777820363407
454,506 Nathaniel Burch Dr,462106377009,1,2,488,506 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,1019.24136127709,133.201125814837
455,1600 I W Bradley Ave,412002355007,16,2,489,1600 I W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,5544.09944173033,307.751431151018
456,1600 H W Bradley Ave,412002355007,16,2,490,1600 H W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,5560.67310913674,308.194031755612
457,502 Nathaniel Burch Dr,462106377009,1,2,491,502 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,1079.37683615347,145.691551398023
458,504 Nathaniel Burch Dr,462106377009,1,2,493,504 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,1473.59232468098,164.650776966437
459,508 Nathaniel Burch Dr,462106377009,1,2,494,508 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,1538.95540445977,169.923680121456
460,1600 S W Bradley Ave,412002355007,12,2,495,1600 S W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,4890.81720067937,284.832933559149
461,414 Nathaniel Burch Dr,462106377009,2,2,497,414 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,1369.34308644724,149.237554992037
462,1600 T W Bradley Ave,412002355007,12,2,498,1600 T W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,4845.4545923874,283.440426246705
463,1600 C W Bradley Ave,412002355007,24,2,499,1600 C W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,8027.86874904636,392.681526046533
464,1600 W Bradley Ave,412002355007,12,2,502,1600 W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,4806.30247798345,282.345411213902
465,1600 W Bradley Ave,412002355007,12,2,503,1600 W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,4888.07093565455,284.054417263312
466,1600 X W Bradley Ave,412002355007,12,2,504,1600 X W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,4926.65488620871,285.655630478743
467,1600 W W Bradley Ave,412002355007,12,2,506,1600 W W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,4815.17817259661,282.444076707034
468,1600 V W Bradley Ave,412002355007,12,2,507,1600 V W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,4819.38310854263,282.404707490657
469,1600 Q W Bradley Ave,412002355007,16,2,508,1600 Q W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,5680.1235786329,312.129631104385
470,1600 P W Bradley Ave,412002355007,16,2,509,1600 P W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,5763.87691389672,314.946283171571
471,1600 K W Bradley Ave,412002355007,16,2,510,1600 K W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,5602.57208811292,309.037330080155
472,1600 D W Bradley Ave,412002355007,20,2,511,1600 D W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,8029.01537206214,393.099578817355
473,1600 E W Bradley Ave,412002355007,20,2,516,1600 E W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,7935.58470429364,390.878871533028
474,1600 F W Bradley Ave,412002355007,16,2,517,1600 F W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,5640.61400049943,310.180191709735
475,1600 J W Bradley Ave,412002355007,16,2,518,1600 J W Bradley Ave,Westgate Apartments,AI07-0165,Complex,,2007/12/26 06:00:00+00,,,,,,Yes,5618.74002876135,309.038875151834
476,1019 Francis Dr,412002476001,18,3,519,1019 Francis Dr,Garden Courts Apartments,AI09-0055,Complex,,2010/04/07 05:00:00+00,,,,,,Yes,2072.79395020068,189.45758057861
477,1402 N Mckinley Ave,412002476001,12,3,520,1402 N Mckinley Ave,Garden Courts Apartments,AI09-0055,Complex,,2010/04/07 05:00:00+00,,,,,,Yes,2800.84178101183,231.402688946402
478,1011 Francis Dr,412002476001,36,3,521,1011 Francis Dr,Garden Courts Apartments,AI09-0055,Complex,,2010/04/07 05:00:00+00,,,,,,Yes,2839.88605879465,233.645095230019
479,1406 N Mckinley Ave,412002476001,12,3,522,1406 N Mckinley Ave,Garden Courts Apartments,AI09-0055,Complex,,2010/04/07 05:00:00+00,,,,,,Yes,2286.96718430995,200.950581858074
480,1005 Francis Dr,412002476001,24,3,523,1005 Francis Dr,Garden Courts Apartments,AI09-0055,Complex,,2010/04/07 05:00:00+00,,,,,,Yes,2089.83109956382,190.050557073336
481,403 1/2 Edgebrook Dr,412001328015,12,2,524,403 1/2 Edgebrook Dr,Bay Harbor Apartments,AI07-0118,Complex,,2010/01/27 06:00:00+00,,,,,,Yes,2196.78574926346,190.664850170165
482,405 Edgebrook Dr,412001328002,12,2,525,405 Edgebrook Dr,Bay Harbor Apartments,AI07-0104,Complex,,2008/11/05 06:00:00+00,,,,,,Yes,2529.2826173934,209.689085384525
483,401 Edgebrook Dr,412001328004,12,2,526,401 Edgebrook Dr,Bay Harbor Apartments,AI07-0115,Complex,,2010/01/19 06:00:00+00,,,,,,Yes,3381.52236736708,254.858682187317
484,403 Edgebrook Dr,412001328014,12,2,527,403 Edgebrook Dr,Bay Harbor Apartments,AI07-0117,Complex,,2010/01/27 06:00:00+00,,,,,,Yes,2169.83361595082,189.300317928459
485,1501 Kiler Dr,412001326026,24,2,528,Mobile,Bay Harbor Apartments,AI06-0154,Complex,,2010/03/04 06:00:00+00,,,,,,Yes,5007.64683644324,333.419545991877
486,1503 Kiler Dr,412001326026,24,2,529,1503 Kiler Dr,Bay Harbor Apartments,AI06-0154,Complex,,2010/03/04 06:00:00+00,,,,,,Yes,5152.04721175823,336.387747136859
487,404 Edgebrook Dr,412001327002,28,2,530,404 Edgebrook Dr,Bay Harbor Apartments,AI07-0105,Complex,,2010/08/03 05:00:00+00,,,,,,Yes,9387.33139161043,410.02533490304
488,1507 Kiler Dr,412001326026,24,2,531,1507 Kiler Dr,Bay Harbor Apartments,AI06-0154,Complex,,2010/03/04 06:00:00+00,,,,,,Yes,6373.01439509676,431.1081646806
489,1509 Kiler Dr,412001326014,9,2,532,1509 Kiler Dr,Bay Harbor Apartments,AI07-0108,Complex,,2011/07/14 05:00:00+00,,,,,,Yes,2877.30217930774,275.603071511141
490,1601 Kiler Dr,412001326013,9,2,533,1601 Kiler Dr,Bay Harbor Apartments,AI07-0119,Complex,,2008/05/23 05:00:00+00,,,,,,Yes,2885.27557465606,274.790520547818
491,403 Briar Ln,412001327001,28,2,534,403 Briar Ln,Bay Harbor Apartments,AI07-0106,Complex,,2010/08/03 05:00:00+00,,,,,,Yes,9374.06815069599,410.404283726953
492,400 Briar Ln,412001326012,7,2,535,400 Briar Ln,Bay Harbor Apartments,AI07-0116,Complex,,2008/05/21 05:00:00+00,,,No,No,,Yes,2758.46345828253,236.360280686801
493,402 Briar Ln,412001326011,24,2,536,402 Briar Ln,Bay Harbor Apartments,AI07-0109,Complex,,2008/02/05 06:00:00+00,,,No,No,,Yes,9656.62337088824,733.870650259744
494,2005 Cynthia Dr,412002151005,8,2,537,2005 Cynthia Dr,Garden Village Apartments,AI06-0144,Complex,,2006/12/19 06:00:00+00,,,,,,Yes,4288.42647785037,358.087295966796
495,2007 Cynthia Dr,412002151004 & 412002151001 & 412002151002 +1more,16,2,538,2007 Cynthia Dr,Garden Village Apartments,,Complex,,,,,,,,Yes,7718.12734132729,485.951026210277
496,2003 Cynthia Dr,412002151005,16,2,539,2003 Cynthia Dr,Garden Village Apartments,AI06-0144,Complex,,2006/12/19 06:00:00+00,,,,,,Yes,7766.54763453165,491.615638555071
497,2006 N Mattis Ave,412002151001,12,2,540,2006 N Mattis Ave,Garden Village Apartments,AI06-0098,Complex,,2006/07/18 05:00:00+00,,,,,,Yes,5809.4076335608,385.982774679169
498,2009 Cynthia Dr,412002151005,16,2,541,2009 Cynthia Dr,Garden Village Apartments,AI06-0144,Complex,,2006/12/19 06:00:00+00,,,,,,Yes,7822.82050690755,491.368057897399
499,2011 Cynthia Dr,412002151005 & 412002151001,8,2,542,2011 Cynthia Dr,Garden Village Apartments,,Complex,,,,,,,,Yes,4274.54396392969,362.384800092819
500,2008 N Mattis Ave,412002151001,12,2,543,2008 N Mattis Ave,Garden Village Apartments,AI06-0098,Complex,,2006/07/18 05:00:00+00,,,,,,Yes,5920.2070066005,389.461662976148
501,2013 Cynthia Dr,412002151005,16,2,544,2013 Cynthia Dr,Garden Village Apartments,AI06-0144,Complex,,2006/12/19 06:00:00+00,,,,,,Yes,7730.43369036385,490.64079923645
502,2015 Cynthia Dr,412002151005,8,2,545,2015 Cynthia Dr,Garden Village Apartments,AI06-0144,Complex,,2006/12/19 06:00:00+00,,,,,,Yes,4330.77860229526,365.969320053642
503,2010 N Mattis Ave,412002151001,12,2,546,2010 N Mattis Ave,Garden Village Apartments,AI06-0098,Complex,,2006/07/18 05:00:00+00,,,,,,Yes,5849.41894343038,387.867378115071
504,2017 Cynthia Dr,412002151005,16,2,547,2017 Cynthia Dr,Garden Village Apartments,AI06-0144,Complex,,2006/12/19 06:00:00+00,,,,,,Yes,7718.44991769429,491.129201558714
505,2019 Cynthia Dr,412002151005,16,2,548,2019 Cynthia Dr,Garden Village Apartments,AI06-0144,Complex,,2006/12/19 06:00:00+00,,,,,,Yes,7700.12653300432,492.023532576426
506,1705 Bloomington Rd,412002151005,8,2,549,1705 Bloomington Rd,Garden Village Apartments,AI06-0144,Complex,,2006/12/19 06:00:00+00,,,,,,Yes,4338.89655299162,364.459616385228
507,1130 Baytowne Dr,412002202003,16,2,550,1130 Baytowne Dr,Baytowne Apartments,AI08-0094,Complex,,2008/04/18 05:00:00+00,,,,,,Yes,9124.88461897204,655.107942590559
508,1030 Baytowne Dr,412002202003,8,2,551,1030 Baytowne Dr,Baytowne Apartments,AI08-0094,Complex,,2008/04/18 05:00:00+00,,,,,,Yes,8081.58372881236,573.412542501591
509,1050 Baytowne Dr,412002202003,8,2,552,1050 Baytowne Dr,Baytowne Apartments,AI08-0094,Complex,,2008/04/18 05:00:00+00,,,,,,Yes,8146.36132772392,552.551681282748
510,1060 Baytowne Dr,412002202003,8,2,553,1060 Baytowne Dr,Baytowne Apartments,AI08-0094,Complex,,2008/04/18 05:00:00+00,,,,,,Yes,6521.10443808969,466.678903518958
511,1120 Baytowne Dr,412002202003,8,2,554,1120 Baytowne Dr,Baytowne Apartments,AI08-0094,Complex,,2008/04/18 05:00:00+00,,,,,,Yes,6347.82769060047,484.394837923398
512,1040 Baytowne Dr,412002202003,8,2,555,1040 Baytowne Dr,Baytowne Apartments,AI08-0094,Complex,,2008/04/18 05:00:00+00,,,,,,Yes,6499.18239459706,489.363844631392
513,1070 Baytowne Dr,412002202003,16,2,556,1070 Baytowne Dr,Baytowne Apartments,AI08-0094,Complex,,2008/04/18 05:00:00+00,,,,,,Yes,9230.32802992854,727.44339039326
514,1110 Baytowne Dr,412002202003,16,2,557,1110 Baytowne Dr,Baytowne Apartments,AI08-0094,Complex,,2008/04/18 05:00:00+00,,,,,,Yes,9218.80195385227,744.549230821533
515,1010 Baytowne Dr,412002202003,8,2,558,1010 Baytowne Dr,Baytowne Apartments,AI08-0094,Complex,,2008/04/18 05:00:00+00,,,,,,Yes,8465.02099410123,548.206876481442
516,1020 Baytowne Dr,412002202003,16,2,559,1020 Baytowne Dr,Baytowne Apartments,AI08-0094,Complex,,2008/04/18 05:00:00+00,,,,,,Yes,9290.93389856378,688.365002542063
517,1140 Baytowne Dr,412002202002,22,2,560,1140 Baytowne Dr,Baytowne Apartments,,Complex,,,,,,,,Yes,11136.7105014598,565.651014599091
518,1080 Baytowne Dr,412002202003,8,2,561,1080 Baytowne Dr,Baytowne Apartments,AI08-0094,Complex,,2008/04/18 05:00:00+00,,,,,,Yes,8248.03554792716,552.419521473929
519,1100 Baytowne Dr,412002202003,8,2,562,1100 Baytowne Dr,Baytowne Apartments,AI08-0094,Complex,,2008/04/18 05:00:00+00,,,,,,Yes,8203.5313487465,589.005549734
520,1150 Baytowne Dr,412002202002,7,2,563,1150 Baytowne Dr,Baytowne Apartments,,Complex,,,,,,,,Yes,7834.76754712627,506.571241540899
521,1090 Baytowne Dr,412002202003,8,2,564,1090 Baytowne Dr,Baytowne Apartments,AI08-0094,Complex,,2008/04/18 05:00:00+00,,,,,,Yes,6459.6733124626,505.00223036689
522,1015 Baytowne Dr,412002202003,8,2,566,1015 Baytowne Dr,Baytowne Apartments,AI08-0094,Complex,,2008/04/18 05:00:00+00,,,,,,Yes,8249.70482989762,574.28307836117
523,1155 Baytowne Dr,412002202002,7,2,567,1155 Baytowne Dr,Baytowne Apartments,,Complex,,,,,,,,Yes,7692.38978833027,505.683601952741
524,1115 Baytowne Dr,412002202002,8,2,568,1115 Baytowne Dr,Baytowne Apartments,,Complex,,,,,,,,Yes,8058.68868865115,508.461106297485
525,1025 Baytowne Dr,412002202003,16,2,569,1025 Baytowne Dr,Baytowne Apartments,AI08-0094,Complex,,2008/04/18 05:00:00+00,,,,,,Yes,9347.94556883535,687.197499595194
526,1085 Baytowne Dr,412002202002,12,2,570,1085 Baytowne Dr,Baytowne Apartments,,Complex,,,,,,,,Yes,11151.4847825778,633.746129544856
527,1035 Baytowne Dr,411435400005,8,2,571,1035 Baytowne Dr,Baytowne Apartments,,Complex,,,,,,,,Yes,8148.51199535313,545.909684428225
528,1135 Baytowne Dr,411435400004,22,2,572,1135 Baytowne Dr,Baytowne Apartments,,Complex,,,,,,,,Yes,11125.6070571181,556.547717705491
529,1125 Baytowne Dr,411435400004,20,2,573,1125 Baytowne Dr,Baytowne Apartments,,Complex,,,,,,,,Yes,12460.9801653891,705.491306567402
530,1105 Baytowne Dr,411435400004 & 412002202002,20,2,574,1105 Baytowne Dr,Baytowne Apartments,,Complex,,,,,,,,Yes,12408.1436804338,733.99824703339
531,1045 Baytowne Dr,411435400005,8,2,575,1045 Baytowne Dr,Baytowne Apartments,,Complex,,,,,,,,Yes,6386.31136582741,435.102544626453
532,1075 Baytowne Dr,411435400004,20,2,576,1075 Baytowne Dr,Baytowne Apartments,,Complex,,,,,,,,Yes,12347.6434021082,886.160531758104
533,1065 Baytowne Dr,411435400004,8,2,577,1065 Baytowne Dr,Baytowne Apartments,,Complex,,,,,,,,Yes,7034.28111984018,565.949956199831
534,2401 N Neil St,411436350019,12,2,578,2401 N Neil St,Town Center Apartments,AI06-0165,Complex,,2007/05/30 05:00:00+00,,,,,,Yes,4938.57530845983,328.112334137159
535,2403 N Neil St,411436350019,12,2,579,2403 N Neil St,Town Center Apartments,AI06-0165,Complex,,2007/05/30 05:00:00+00,,,,,,Yes,4923.16933546976,326.476830060244
536,2407 N Neil St,411436350019,12,2,580,2407 N Neil St,Town Center Apartments,AI06-0165,Complex,,2007/05/30 05:00:00+00,,,,,,Yes,5016.64823838831,329.37889165365
537,2409 N Neil St,411436350019,12,2,581,2409 N Neil St,Town Center Apartments,AI06-0165,Complex,,2007/05/30 05:00:00+00,,,,,,Yes,6050.99286611853,372.780787043214
538,2405 N Neil St,411436350019,12,2,582,2405 N Neil St,Town Center Apartments,AI06-0165,Complex,,2007/05/30 05:00:00+00,,,,,,Yes,5998.96987723069,365.602257823383
539,2411 N Neil St,411436350019,12,2,583,2411 N Neil St,Town Center Apartments,AI06-0165,Complex,,2007/05/30 05:00:00+00,,,,,,Yes,6080.62437466269,374.940430943403
540,2415 N Neil St,411436350019,12,2,585,2415 N Neil St,Town Center Apartments,AI06-0165,Complex,,2007/05/30 05:00:00+00,,,,,,Yes,6013.63150791084,369.166903426493
541,2401 Hampshire Dr,411436406010,16,2,586,2401 Hampshire Dr,Carisbrooke Apartments,,Complex,,,,,,,,Yes,7184.4765785181,439.782157106104
542,21 Thatcham Dr,411436406002,16,2,587,21 Thatcham Dr,Carisbrooke Apartments,,Complex,,,,,,,,Yes,7531.34033196282,392.652928503001
543,23 Thatcham Dr,411436406004,16,2,588,23 Thatcham Dr,Carisbrooke Apartments,AI11-0025,Complex,,2011/03/22 05:00:00+00,,,,,,Yes,7710.15561308675,407.581030970368
544,2402 Hampshire Dr,411436406011,16,2,589,2402 Hampshire Dr,Carisbrooke Apartments,,Complex,,,,,,,,Yes,7171.32125947463,437.287830534305
545,2401 Carisbrooke Dr,411436406004,16,2,590,2401 Carisbrooke Dr,Carisbrooke Apartments,AI11-0025,Complex,,2011/03/22 05:00:00+00,,,,,,Yes,7547.64031221869,397.603810537731
546,2421 N Neil St,411436350019,12,2,591,2421 N Neil St,Town Center Apartments,AI06-0165,Complex,,2007/05/30 05:00:00+00,,,,,,Yes,6047.36310705862,369.531016071339
547,2403 Hampshire Dr,411436406010,16,2,592,2403 Hampshire Dr,Carisbrooke Apartments,,Complex,,,,,,,,Yes,7255.12383049762,438.735507230713
548,2417 N Neil St,411436350019,12,2,593,2417 N Neil St,Town Center Apartments,AI06-0165,Complex,,2007/05/30 05:00:00+00,,,,,,Yes,5976.02023815957,365.66170246595
549,2425 N Neil St,411436350019,12,2,594,2425 N Neil St,Town Center Apartments,AI06-0165,Complex,,2007/05/30 05:00:00+00,,,,,,Yes,5012.01951461453,335.69774073896
550,2423 N Neil St,411436350019,12,2,595,2423 N Neil St,Town Center Apartments,AI06-0165,Complex,,2007/05/30 05:00:00+00,,,,,,Yes,4935.55944736136,327.515064555221
551,2404 Hampshire Dr,411436406011,16,2,596,2404 Hampshire Dr,Carisbrooke Apartments,,Complex,,,,,,,,Yes,7170.69936805001,434.651200985249
552,2149 N Neil St,411436350019,12,2,597,2149 N Neil St,Town Center Apartments,AI06-0165,Complex,,2007/05/30 05:00:00+00,,,,,,Yes,4949.40452804962,328.424603292148
553,2404 Chiswick Dr,411436406002,16,2,598,2404 Chiswick Dr,Carisbrooke Apartments,,Complex,,,,,,,,Yes,7556.4127258023,391.466962536681
554,2403 Heathrow Dr,411436406002,16,2,599,2403 Heathrow Dr,Carisbrooke Apartments,,Complex,,,,,,,,Yes,7416.09838294197,387.378530542194
555,2405 Hampshire Dr,411436406010,16,2,600,2405 Hampshire Dr,Carisbrooke Apartments,,Complex,,,,,,,,Yes,7066.62677790394,428.017444546447
556,2404 Heathrow Dr,411436406002,16,2,601,2404 Heathrow Dr,Carisbrooke Apartments,,Complex,,,,,,,,Yes,7471.20737018037,386.689979500704
557,2403 Carisbrooke Dr,411436406004,16,2,602,2403 Carisbrooke Dr,Carisbrooke Apartments,AI11-0025,Complex,,2011/03/22 05:00:00+00,,,,,,Yes,7554.25061273765,390.43655643267
558,2406 Hampshire Dr,411436406011,16,2,603,2406 Hampshire Dr,Carisbrooke Apartments,,Complex,,,,,,,,Yes,7266.60305092108,435.227525271416
559,2406 Chiswick Dr,411436406003,16,2,604,2406 Chiswick Dr,Carisbrooke Apartments,,Complex,,,,,,,,Yes,7439.21554610859,388.162148213527
560,2405 Heathrow Dr,411436406003,16,2,605,2405 Heathrow Dr,Carisbrooke Apartments,,Complex,,,,,,,,Yes,7573.15404404877,391.432058861288
561,2406 Heathrow Dr,411436406003,16,2,606,2406 Heathrow Dr,Carisbrooke Apartments,,Complex,,,,,,,,Yes,7519.35971111508,390.62971015236
562,2405 Carisbrooke Dr,411436406004,16,2,607,2405 Carisbrooke Dr,Carisbrooke Apartments,AI11-0025,Complex,,2011/03/22 05:00:00+00,,,,,,Yes,7627.16042000281,394.615530823269
563,2408 Chiswick Dr,411436406003,16,2,610,2408 Chiswick Dr,Carisbrooke Apartments,,Complex,,,,,,,,Yes,7558.8921405084,402.192468250153
564,2408 Heathrow Dr,411436406003,16,2,612,2408 Heathrow Dr,Carisbrooke Apartments,,Complex,,,,,,,,Yes,7645.91278533308,406.319805381275
565,2408 Hampshire Dr,411436406011,16,2,613,2408 Hampshire Dr,Carisbrooke Apartments,,Complex,,,,,,,,Yes,7099.91394374961,428.640806847261
566,914 Waterview Way,411435276001, ,2,622,914 Waterview Way,Watersedge Apartments,,Complex,,,,,,,,Yes,9446.91156298283,671.200707574213
567,916 Waterview Way,411435276001, ,2,623,916 Waterview Way,Watersedge Apartments,,Complex,,,,,,,,Yes,11826.5605985884,786.403321435791
568,940 Waterview Way,411435276001, ,2,624,940 Waterview Way,Watersedge Apartments,,Complex,,,,,,,,Yes,11368.4097402305,764.279903551598
569,918 Waterview Way,411435276001, ,2,625,918 Waterview Way,Watersedge Apartments,,Complex,,,,,,,,Yes,11657.2056252157,816.687572865204
570,920 Waterview Way,411435276001, ,2,626,920 Waterview Way,Watersedge Apartments,,Complex,,,,,,,,Yes,11961.0074061717,780.419077731338
571,922 Waterview Way,411435276001, ,2,627,922 Waterview Way,Watersedge Apartments,,Complex,,,,,,,,Yes,6025.26915717716,489.388802112674
572,938 Waterview Way,411435276001, ,2,629,938 Waterview Way,Watersedge Apartments,,Complex,,,,,,,,Yes,11461.2642195247,769.113427810869
573,924 Waterview Way,411435276001, ,2,630,924 Waterview Way,Watersedge Apartments,,Complex,,,,,,,,Yes,12119.0808415815,846.352632308812
574,930 Waterview Way,411435276001, ,2,631,930 Waterview Way,Watersedge Apartments,,Complex,,,,,,,,Yes,9672.75860046667,718.997493063106
575,926 Waterview Way,411435276001, ,2,632,926 Waterview Way,Watersedge Apartments,,Complex,,,,,,,,Yes,11825.6050032722,827.692206529327
